Country,Date,COCL,COEM,COLS,COPD,COSC,LWI,TO3,Var_COCL,Var_COEM,Var_COLS,Var_COPD,Var_COSC,Var_LWI,Var_TO3
Germany,201910,0.0005651724,1.2407543e-10,7.944252e-11,3.0146066e-11,110.61005,0.9999807,272.056,6.99477e-10,1.1013733e-22,3.7469924e-22,4.358222e-23,338.07404,-3.7254133e-10,333.1036
Greece,201910,0.00050370884,7.127901e-11,1.3358323e-10,5.938915e-11,87.4836,0.9999807,286.02744,7.0172296e-10,2.6361962e-22,3.3185599e-22,5.1434065e-23,124.08621,-3.7254133e-10,144.09282
Hungary,201910,0.0005985422,2.3840083e-10,1.14888155e-10,4.6115514e-11,138.24763,0.9999807,273.9069,1.2076184e-09,1.8714035e-22,4.9928534e-22,7.0198996e-23,4038.2458,-3.7254133e-10,253.70317
Latvia,201910,0.00059235905,1.2604387e-10,5.6028418e-11,1.924243e-11,99.81208,0.7288993,283.96115,5.4293736e-10,2.038343e-23,1.7869795e-22,1.9208747e-23,260.06247,3.5531165e-09,600.2692
Lithuania,201910,0.00059503753,1.297827e-10,6.7593854e-11,2.38965e-11,104.44655,0.9999807,278.31213,4.997749e-10,3.5619026e-23,2.6841827e-22,2.882441e-23,271.89993,-3.7254133e-10,552.47144
Luxembourg,201910,0.00055892405,2.4841978e-10,8.174888e-11,3.1745228e-11,129.26312,0.9999807,272.8129,7.5137896e-10,4.6429797e-23,3.2152948e-22,4.6847802e-23,1456.2213,-3.7254133e-10,381.2528
Malta,201910,0.0005602094,1.7664092e-11,1.4778281e-10,7.207755e-11,74.9296,0.0,289.34784,5.175313e-10,0.0,4.3037666e-22,9.696134e-23,33.534786,0.0,142.8895
Netherlands,201910,0.0006141229,6.246322e-10,8.078355e-11,3.0090992e-11,155.30595,0.9999807,277.6103,1.2366397e-09,1.1347373e-23,3.2903711e-22,4.5081164e-23,3501.5916,-3.7254133e-10,459.04413
Poland,201910,0.00059129077,1.9713664e-10,7.897887e-11,2.9520292e-11,124.93492,0.9999807,273.59222,6.1871047e-10,6.4292643e-23,4.1835652e-22,5.1724953e-23,1178.2203,-3.7254133e-10,444.05258
Portugal,201910,0.0005511778,7.496893e-11,1.1650265e-10,5.6010502e-11,84.63802,0.9999807,283.00485,7.2284784e-10,6.665723e-22,2.5241078e-22,1.0902094e-22,112.57717,-3.7254133e-10,613.69104
Romania,201910,0.00054745236,7.295589e-11,1.07767635e-10,4.330547e-11,106.19682,0.9999807,272.08658,1.2626674e-09,5.1648143e-23,3.777412e-22,5.0696563e-23,250.46112,-3.7254133e-10,270.8166
Slovakia,201910,0.0005582216,5.8076e-11,9.6432154e-11,3.800253e-11,111.192184,0.9999807,272.05215,6.359981e-10,6.693133e-23,4.1564554e-22,5.0092226e-23,529.52496,-3.7254133e-10,264.7288
Slovenia,201910,0.00055016804,1.6878095e-10,1.0893411e-10,4.4974663e-11,109.74003,0.9999807,274.18362,1.4953282e-09,1.1021633e-25,4.550415e-22,5.227574e-23,348.94696,-3.7254133e-10,229.0522
Spain,201910,0.000520927,1.2818148e-09,1.2383186e-10,5.525007e-11,145.95323,0.9999807,281.49054,4.599322e-10,1.8406574e-22,2.7583942e-22,1.0984124e-22,2652.05,-3.7254133e-10,695.31635
Sweden,201910,0.00059163786,2.1188842e-11,4.0463532e-11,1.350763e-11,96.72381,0.7735074,284.6416,7.9016665e-10,3.168047e-25,1.3275078e-22,1.2927607e-23,472.6384,3.1449487e-09,706.11285
Ireland,201910,0.0005731896,2.1431116e-11,5.1401276e-11,1.9142864e-11,81.70812,0.9999807,287.1301,7.866587e-10,3.8746244e-24,1.7360156e-22,3.5604085e-23,109.522705,-3.7254133e-10,856.0068
Italy,201910,0.00056959584,6.131629e-10,1.3819411e-10,6.148777e-11,126.54998,0.9999807,280.6766,9.031683e-10,8.16791e-23,4.954349e-22,7.830028e-23,898.21246,-3.7254133e-10,128.84158
Denmark,201910,0.0005895696,1.0717918e-10,5.7369186e-11,2.0188398e-11,94.24406,0.9999807,285.99194,7.9873475e-10,1.3932867e-24,1.8863299e-22,2.2412105e-23,364.7354,-3.7254133e-10,443.31097
Finland,201910,0.0005787967,5.0066215e-11,3.488344e-11,1.1070468e-11,90.64361,0.9999807,281.78436,7.836873e-10,4.550105e-23,1.1520587e-22,1.0799534e-23,144.22635,-3.7254133e-10,814.88
Belgium,201910,0.0005905954,7.306176e-10,8.8121094e-11,3.3994113e-11,136.56361,0.9999807,275.32553,1.3725981e-09,3.6226487e-23,3.6144317e-22,5.570918e-23,2406.16,-3.7254133e-10,465.97748
Croatia,201910,0.00054371665,2.8415931e-11,1.086065e-10,4.5714144e-11,95.55566,0.99439925,275.55753,1.2736082e-09,6.7481647e-25,4.3138226e-22,5.087064e-23,174.50496,9.015707e-09,202.31454
Austria,201911,0.0005017847,5.333855e-11,4.114505e-11,1.2888805e-11,103.15931,0.9999681,290.10767,4.698612e-10,1.1721015e-24,9.44975e-23,1.1542327e-23,371.31,-1.0160097e-09,500.7261
Bulgaria,201911,0.0005596251,8.4940374e-11,7.1621424e-11,2.742949e-11,97.417336,0.9999681,285.58344,5.9135175e-10,1.1179802e-22,2.781623e-22,5.563061e-23,108.77751,-1.0160097e-09,327.7305
Cyprus,201911,0.0005549344,1.5260468e-10,1.01776185e-10,4.4931735e-11,92.742096,0.91665953,283.55334,2.1954338e-10,1.1011737e-22,2.8674786e-22,8.0592775e-23,105.9708,4.667812e-09,342.32156
Czech Republic,201911,0.0005963228,1.7213893e-10,4.3299996e-11,1.3687031e-11,129.82626,0.9999681,287.1738,7.2610473e-10,5.348272e-24,1.1274724e-22,1.24580314e-23,479.79672,-1.0160097e-09,389.5999
Estonia,201911,0.0006394468,1.6524145e-11,2.0696656e-11,5.9678863e-12,111.04735,0.9999681,264.48352,9.498977e-10,2.6231306e-25,5.0149052e-23,3.671142e-24,266.64572,-1.0160097e-09,411.89066
France,201911,0.0005470881,3.5146285e-11,5.0531447e-11,1.6375033e-11,88.22827,0.9999681,316.09482,8.356255e-10,1.4194258e-23,1.187293e-22,1.5858673e-23,76.0512,-1.0160097e-09,1833.0665
Germany,201911,0.00059920904,1.02746374e-10,3.7844915e-11,1.1430741e-11,125.86367,0.9999681,294.88046,1.2981515e-09,6.312957e-24,9.110762e-23,9.184453e-24,730.52893,-1.0160097e-09,520.5342
Greece,201911,0.00051268033,4.7679173e-11,7.7567126e-11,3.0161162e-11,84.23834,0.9999681,289.7121,5.446315e-10,7.90927e-24,2.699808e-22,4.5813498e-23,81.610756,-1.0160097e-09,343.08252
Hungary,201911,0.0006083968,2.2813167e-10,5.7414296e-11,1.9772736e-11,122.36508,0.9999681,285.09915,6.697451e-10,1.5208371e-21,1.7598555e-22,2.5055537e-23,382.86914,-1.0160097e-09,352.09195
Latvia,201911,0.00063876004,1.1944887e-10,2.3999781e-11,7.1278153e-12,118.69616,0.7289144,267.54953,1.315756e-09,3.6845797e-25,6.317458e-23,4.9386215e-24,251.67865,7.964909e-10,339.9688
Lithuania,201911,0.000628282,1.191097e-10,2.987576e-11,9.226137e-12,119.47827,0.9999681,270.71698,9.793601e-10,1.26438e-24,7.7357594e-23,7.220748e-24,263.40433,-1.0160097e-09,276.53207
Luxembourg,201911,0.00058906846,2.3546295e-10,4.112248e-11,1.2553912e-11,150.12202,0.9999681,305.30615,1.0120362e-09,4.7411414e-23,8.864995e-23,9.6074344e-24,2735.1987,-1.0160097e-09,824.908
Malta,201911,0.0005763601,1.7656987e-11,9.55855e-11,3.9927797e-11,80.50558,0.0,301.7279,4.4549459e-10,0.0,2.1787654e-22,5.2504875e-23,37.111294,0.0,290.68164
Netherlands,201911,0.00064036023,6.168117e-10,3.6823964e-11,1.1264139e-11,184.96213,0.9999681,302.00662,1.3433293e-09,1.0225446e-24,9.634408e-23,1.0011696e-23,4646.4556,-1.0160097e-09,694.78265
Poland,201911,0.0006199228,1.8280086e-10,3.6881637e-11,1.1611195e-11,134.55028,0.9999681,279.54977,8.3732465e-10,2.369255e-24,8.58287e-23,8.7085795e-24,555.8637,-1.0160097e-09,283.69913
Portugal,201911,0.0005667187,4.725739e-11,7.354976e-11,2.9209152e-11,85.89559,0.9999681,301.14856,8.738038e-10,7.0389686e-23,1.4698002e-22,3.1824788e-23,93.314995,-1.0160097e-09,1324.384
Romania,201911,0.0005483601,5.4454337e-11,5.1256832e-11,1.815353e-11,98.856895,0.9999681,278.64056,6.298349e-10,6.919193e-24,1.7192207e-22,2.7939885e-23,116.39597,-1.0160097e-09,315.6243
Slovakia,201911,0.0005834754,4.0796363e-11,5.0293318e-11,1.6521725e-11,122.6214,0.9999681,281.40164,6.787723e-10,3.9566277e-24,1.312196e-22,1.6033653e-23,430.22455,-1.0160097e-09,324.44257
Slovenia,201911,0.00057058735,1.6807272e-10,5.727598e-11,1.9149841e-11,122.31284,0.9999681,292.4658,5.9553773e-10,5.5324884e-27,1.6059495e-22,2.3463644e-23,472.77667,-1.0160097e-09,524.1495
Spain,201911,0.0005312586,1.276515e-09,7.6527895e-11,2.7427002e-11,130.70549,0.9999681,309.06406,5.592611e-10,4.86476e-21,1.6894081e-22,3.2313794e-23,1054.1875,-1.0160097e-09,1870.3607
Sweden,201911,0.00064475543,2.0606213e-11,1.6566444e-11,4.702162e-12,115.268555,0.7735036,269.5761,1.1906881e-09,1.3393666e-27,2.3104893e-23,2.01597e-24,750.4108,1.01427755e-08,548.7025
Ireland,201911,0.00060329045,1.6733755e-11,2.1818011e-11,6.7233784e-12,95.06222,0.9999681,309.1367,1.1046509e-09,3.4557723e-25,3.027284e-23,4.04378e-24,266.14462,-1.0160097e-09,1269.5023
Italy,201911,0.00057867076,5.9216443e-10,7.7460975e-11,2.8414054e-11,109.60629,0.9999681,303.43048,6.3860217e-10,1.1482244e-23,2.4359603e-22,4.2874407e-23,387.57874,-1.0160097e-09,645.6116
Denmark,201911,0.0006420353,1.0523801e-10,2.5161291e-11,7.326328e-12,123.84401,0.9999681,282.94272,1.0404821e-09,3.9416736e-26,5.147471e-23,4.7695327e-24,817.68335,-1.0160097e-09,603.4937
Finland,201911,0.00063265784,4.3020046e-11,1.2034982e-11,3.2982373e-12,111.395485,0.9999681,264.45898,1.2274601e-09,1.7502104e-25,1.8606419e-23,1.4542156e-24,435.71884,-1.0160097e-09,715.1465
Belgium,201911,0.00061453966,7.1819767e-10,4.374905e-11,1.3591265e-11,149.43951,0.9999681,307.59128,1.1945838e-09,2.3999726e-24,1.0179511e-22,1.1142697e-23,3169.1707,-1.0160097e-09,844.6008
Croatia,201911,0.0005638423,2.7133771e-11,5.964554e-11,2.038732e-11,99.449066,0.99438506,293.92102,6.749424e-10,3.2619564e-24,1.5312532e-22,2.3108347e-23,317.60864,8.1332825e-09,513.33887
Austria,201912,0.00050676154,5.22854e-11,2.1955087e-11,6.5111193e-12,94.09773,0.9999901,303.15875,9.925424e-10,5.5108167e-27,1.6781714e-23,1.2222162e-24,199.79745,-9.795731e-11,1131.6163
Bulgaria,201912,0.00059067813,8.2691055e-11,4.323098e-11,1.3757787e-11,109.087845,0.9999901,317.1947,2.03489e-09,1.4176215e-22,4.6549196e-23,4.1548444e-24,266.39346,-9.795731e-11,1704.4373
Cyprus,201912,0.0005898614,1.4961149e-10,6.78706e-11,2.4689552e-11,96.49905,0.91668594,313.56216,1.6854587e-09,8.765546e-24,6.482309e-23,1.2251479e-23,139.13211,7.0914132e-09,634.27374
Czech Republic,201912,0.0005993628,1.7018736e-10,2.2469847e-11,6.7280834e-12,128.0687,0.9999901,305.05118,1.2081305e-09,8.4393834e-27,1.6646634e-23,1.2873935e-24,478.68774,-9.795731e-11,1556.0161
Estonia,201912,0.00062795315,1.6196936e-11,8.425436e-12,2.3025791e-12,111.22042,0.9999901,295.54395,1.0284684e-09,2.563757e-29,2.5111622e-24,1.842997e-25,949.85223,-9.795731e-11,2080.397
France,201912,0.00054652616,2.8621808e-11,3.025098e-11,1.0270268e-11,90.778076,0.9999901,301.65536,8.0829365e-10,4.4642354e-25,1.7667365e-23,1.3310418e-24,195.90414,-9.795731e-11,680.5837
Germany,201912,0.00059206714,1.0050925e-10,2.0617575e-11,6.2955617e-12,123.865524,0.9999901,302.89954,1.1854926e-09,1.3213855e-26,8.757583e-24,7.522411e-25,830.19794,-9.795731e-11,1532.7576
Greece,201912,0.0005379474,4.2115013e-11,4.883105e-11,1.6483592e-11,95.19104,0.9999901,319.10626,1.3560651e-09,7.026993e-25,4.2000592e-23,7.500828e-24,217.36913,-9.795731e-11,1603.5747
Hungary,201912,0.000630474,2.1655142e-10,3.0883362e-11,9.361621e-12,132.45305,0.9999901,310.82642,1.7772098e-09,1.5775932e-26,3.8387502e-23,2.5283954e-24,537.4171,-9.795731e-11,1550.4447
Latvia,201912,0.00062829343,1.1904112e-10,1.0102145e-11,2.7987675e-12,117.184494,0.7289044,296.19656,8.841993e-10,5.0434563e-28,3.7373985e-24,2.835834e-25,675.4648,1.1683833e-09,2012.9633
Lithuania,201912,0.0006267884,1.1838651e-10,1.36754635e-11,3.844796e-12,122.42697,0.9999901,297.48724,7.775032e-10,7.0608386e-28,6.5397855e-24,4.934051e-25,656.2761,-9.795731e-11,1954.1519
Luxembourg,201912,0.00058415096,2.3181113e-10,2.3045474e-11,7.272556e-12,139.23773,0.9999901,301.62286,8.2921336e-10,1.311971e-26,9.926072e-24,1.0446253e-24,1546.9924,-9.795731e-11,1417.5002
Malta,201912,0.00059093355,1.7656987e-11,6.040211e-11,2.39393e-11,84.15202,0.0,310.78055,1.9659743e-09,0.0,5.070045e-23,1.2837375e-23,79.85384,0.0,1093.5322
Netherlands,201912,0.0006343172,6.157573e-10,1.9390666e-11,6.0478077e-12,175.62459,0.9999901,305.23593,1.2785997e-09,5.8100615e-27,7.359097e-24,8.868344e-25,5673.321,-9.795731e-11,1896.7396
Poland,201912,0.0006237558,1.8160372e-10,1.8845297e-11,5.499563e-12,133.3851,0.9999901,304.90283,1.0084861e-09,3.2143628e-27,1.0873516e-23,8.1673176e-25,488.76068,-9.795731e-11,1938.6039
Portugal,201912,0.0005633856,3.6577498e-11,5.1009016e-11,2.0144763e-11,91.44776,0.9999901,299.29315,9.298314e-10,1.2593627e-23,3.6694512e-23,2.1646732e-24,136.39409,-9.795731e-11,435.52393
Romania,201912,0.000575244,5.2474976e-11,2.904806e-11,8.61871e-12,110.96011,0.9999901,310.66568,2.0796533e-09,5.7303136e-24,2.5887461e-23,1.6876263e-24,319.9565,-9.795731e-11,1711.986
Slovakia,201912,0.00059666374,3.907985e-11,2.6338218e-11,7.7586566e-12,125.177605,0.9999901,307.47635,1.3629244e-09,8.6381794e-27,2.9900763e-23,1.856588e-24,499.7114,-9.795731e-11,1730.0962
Slovenia,201912,0.0005806958,1.6801631e-10,3.1780356e-11,9.943409e-12,118.7915,0.9999901,307.53033,1.2605025e-09,5.6486707e-28,3.2366884e-23,2.3964036e-24,463.48434,-9.795731e-11,1124.8247
Spain,201912,0.00053751,1.2573049e-09,4.7712806e-11,1.7026613e-11,162.71191,0.9999901,299.7341,8.170523e-10,1.0885819e-23,5.4803265e-23,2.4293833e-24,3585.084,-9.795731e-11,341.57428
Sweden,201912,0.0006338083,2.0584423e-11,7.193869e-12,2.0053271e-12,118.454926,0.7734981,300.024,1.2228455e-09,0.0,1.3414702e-24,1.2303477e-25,870.8996,7.499044e-09,2193.2512
Ireland,201912,0.00059528,1.6393368e-11,1.2706236e-11,3.9388497e-12,87.18663,0.9999901,317.7729,9.775818e-10,1.7240845e-26,2.2610505e-24,3.6754472e-25,40.018753,-9.795731e-11,3453.5203
Italy,201912,0.0005937425,5.8536986e-10,4.5315716e-11,1.585457e-11,122.35782,0.9999901,308.5909,1.2509411e-09,8.067378e-25,4.266293e-23,4.813596e-24,573.0915,-9.795731e-11,832.6062
Denmark,201912,0.00062424614,1.0510348e-10,1.2075224e-11,3.5790442e-12,109.668594,0.9999901,304.63553,1.1891731e-09,0.0,2.5034883e-24,3.4158634e-25,693.89874,-9.795731e-11,2538.0256
Finland,201912,0.0006243573,4.4222345e-11,4.8677538e-12,1.2987358e-12,108.377495,0.9999901,293.16922,1.1763791e-09,1.742325e-25,5.667671e-25,3.5471485e-26,378.60477,-9.795731e-11,1424.2008
Belgium,201912,0.0006121784,7.1655715e-10,2.468977e-11,7.922648e-12,148.9037,0.9999901,303.07193,1.1989069e-09,1.9474466e-26,1.1849963e-23,1.2608282e-24,3179.4727,-9.795731e-11,1585.1617
Croatia,201912,0.00057853863,2.6613493e-11,3.4366968e-11,1.0911432e-11,102.87275,0.99440145,307.8928,1.150772e-09,7.5525757e-28,3.335941e-23,2.5684092e-24,211.49164,1.058622e-08,1117.0868
Austria,202001,0.0005108134,5.2215263e-11,2.0894501e-11,6.1027945e-12,94.10666,0.99998736,329.84378,6.668164e-10,6.9557666e-28,4.825774e-24,2.3209792e-25,246.057,-1.5990198e-10,1020.7703
Bulgaria,202001,0.0005994687,1.03055245e-10,3.888469e-11,1.2051489e-11,119.63242,0.99998736,345.57684,6.3870775e-10,2.4680638e-21,9.446011e-24,7.835629e-25,369.95065,-1.5990198e-10,865.55585
Cyprus,202001,0.0006096688,1.4875685e-10,6.085203e-11,1.9983782e-11,96.10189,0.916715,340.32462,1.1790313e-09,1.5972471e-25,1.2558588e-23,1.0727208e-24,85.37678,7.0051076e-09,670.23004
Czech Republic,202001,0.0006089574,1.7012135e-10,2.1476296e-11,6.282355e-12,137.77682,0.99998736,327.5953,7.270158e-10,5.0434563e-28,5.413099e-24,2.7197355e-25,695.09216,-1.5990198e-10,1241.62
Estonia,202001,0.0006352504,1.6174933e-11,9.329702e-12,2.5017373e-12,101.10422,0.99998736,315.14902,1.2592865e-09,2.6961476e-28,3.720947e-24,1.0741582e-25,356.5671,-1.5990198e-10,2563.5242
France,202001,0.00056304294,2.855465e-11,3.4737067e-11,1.109514e-11,91.47563,0.99998736,334.94977,8.7360563e-10,9.4196525e-26,1.3187629e-23,5.221316e-25,81.04796,-1.5990198e-10,1297.2703
Germany,202001,0.0006045874,1.00464324e-10,2.1949905e-11,6.4752062e-12,128.83269,0.99998736,323.70914,8.381959e-10,8.708368e-28,7.954974e-24,4.544227e-25,920.7709,-1.5990198e-10,1505.544
Greece,202001,0.0005563121,4.362381e-11,4.4110847e-11,1.4135499e-11,99.91334,0.99998736,342.1663,7.321291e-10,8.562415e-23,1.07198695e-23,1.5086279e-24,148.63614,-1.5990198e-10,839.5597
Hungary,202001,0.0006492343,2.1664119e-10,2.819083e-11,8.323732e-12,152.43665,0.99998736,336.80402,1.027516e-09,6.600521e-25,4.926633e-24,2.6844513e-25,1081.5403,-1.5990198e-10,883.76337
Latvia,202001,0.0006399848,1.1901728e-10,1.0692899e-11,2.8859473e-12,112.04935,0.7288971,316.61444,1.1673383e-09,5.6486707e-28,3.382065e-24,1.0742026e-25,563.2664,3.2854368e-09,2089.3743
Lithuania,202001,0.0006375066,1.1830766e-10,1.3666415e-11,3.7621494e-12,120.727776,0.99998736,321.0387,1.0187164e-09,2.1249762e-27,3.063869e-24,1.1176302e-25,731.30865,-1.5990198e-10,1641.375
Luxembourg,202001,0.0005984692,2.3314528e-10,2.5798488e-11,7.795856e-12,147.79573,0.99998736,324.6683,1.0322307e-09,1.168724e-23,1.0447551e-23,6.228497e-25,1980.5261,-1.5990198e-10,1528.4839
Malta,202001,0.0006199527,1.7656987e-11,6.0389554e-11,2.188456e-11,88.46503,0.0,329.16245,6.554695e-10,0.0,8.16888e-24,1.5468323e-24,52.15674,0.0,542.0601
Netherlands,202001,0.0006483474,6.1583794e-10,2.283266e-11,6.844691e-12,168.56808,0.99998736,321.8078,1.6601779e-09,2.2917465e-26,1.1555383e-23,6.9941848e-25,4468.5635,-1.5990198e-10,1708.3358
Poland,202001,0.0006331562,1.8155788e-10,1.8339863e-11,5.322568e-12,135.17389,0.99998736,324.16287,7.521885e-10,0.0,3.2715452e-24,1.453895e-25,643.06134,-1.5990198e-10,1239.3175
Portugal,202001,0.000589209,3.6625498e-11,5.513543e-11,2.0632754e-11,91.72387,0.99998736,324.02704,8.508269e-10,2.3957228e-24,1.7808016e-23,1.7328265e-24,75.02106,-1.5990198e-10,1173.627
Romania,202001,0.000580745,5.171376e-11,2.5701868e-11,7.527923e-12,111.35303,0.99998736,342.57327,6.150831e-10,1.5828046e-27,4.5472763e-24,2.201954e-25,272.7181,-1.5990198e-10,1049.454
Slovakia,202001,0.00060421304,3.9045947e-11,2.3480018e-11,6.907766e-12,124.17216,0.99998736,333.21304,8.6598895e-10,2.0657444e-26,3.7905496e-24,1.7750142e-25,514.0281,-1.5990198e-10,1037.3179
Slovenia,202001,0.00059865025,1.7207122e-10,3.042035e-11,9.210374e-12,138.75339,0.99998736,335.87048,7.94549e-10,3.1225205e-22,8.285108e-24,4.199954e-25,760.988,-1.5990198e-10,839.96234
Spain,202001,0.0005593216,1.2569877e-09,4.978604e-11,1.6868186e-11,170.98575,0.99998736,328.2438,6.079648e-10,8.823044e-25,1.20219736e-23,1.2844931e-24,4645.605,-1.5990198e-10,1377.6803
Sweden,202001,0.000639222,2.0584423e-11,7.994722e-12,2.159809e-12,112.06925,0.77349937,311.2936,1.4357486e-09,0.0,4.109978e-24,1.30791e-25,626.36505,3.5709427e-09,2602.9392
Ireland,202001,0.0006072005,1.6966385e-11,1.8094744e-11,5.3322854e-12,84.49642,0.99998736,326.28638,7.675939e-10,7.821728e-26,1.0543375e-23,1.0760092e-24,21.64451,-1.5990198e-10,2622.9385
Italy,202001,0.0006164636,5.844656e-10,4.9787893e-11,1.676404e-11,136.17766,0.99998736,336.71255,7.4604867e-10,2.0581999e-25,2.2975489e-23,1.6402949e-24,612.83844,-1.5990198e-10,618.30927
Denmark,202001,0.0006332072,1.0511265e-10,1.3861795e-11,3.9740576e-12,102.66082,0.99998736,314.46436,1.2315906e-09,1.7652096e-28,6.366177e-24,3.4892617e-25,686.4032,-1.5990198e-10,1790.437
Finland,202001,0.00062741496,4.4745856e-11,5.778729e-12,1.4822786e-12,101.172874,0.99998736,309.63522,1.4813789e-09,1.9689569e-25,2.761342e-24,6.568236e-26,405.2848,-1.5990198e-10,2854.2612
Belgium,202001,0.000622739,7.168065e-10,2.8054298e-11,8.6544695e-12,141.77582,0.99998736,324.47104,1.0935269e-09,3.6151495e-26,1.3057037e-23,8.052848e-25,1649.4236,-1.5990198e-10,1628.9193
Croatia,202001,0.0005898557,2.655092e-11,3.3943837e-11,1.0642991e-11,112.930305,0.99441546,337.00037,7.596115e-10,1.5697758e-28,1.0955687e-23,5.43167e-25,385.77838,1.3019071e-08,751.61316
Austria,202002,0.00051569636,5.2495876e-11,3.313183e-11,9.695279e-12,93.33686,0.999988,333.92508,5.3129057e-10,4.320207e-26,5.1240668e-23,5.3142005e-24,150.47755,-1.4423995e-10,1119.3727
Bulgaria,202002,0.00060794223,9.696487e-11,5.4707523e-11,1.7065616e-11,108.65516,0.999988,340.6351,7.4191014e-10,1.02513e-21,8.25407e-23,8.966627e-24,186.76288,-1.4423995e-10,1075.8206
Cyprus,202002,0.0005979345,1.5034023e-10,6.994464e-11,2.4423e-11,94.15116,0.9167097,329.12418,5.9836025e-10,1.8668404e-23,3.29331e-23,6.1044e-24,63.528175,7.851479e-09,576.8538
Czech Republic,202002,0.0006068899,1.703068e-10,3.555802e-11,1.03349005e-11,116.05101,0.999988,349.95694,9.116039e-10,1.0226801e-25,6.978784e-23,6.011482e-24,480.52206,-1.4423995e-10,1368.6333
Estonia,202002,0.0006340541,1.6163378e-11,1.8323728e-11,4.779374e-12,96.97127,0.999988,369.25977,5.9010197e-10,3.612019e-27,2.2867927e-23,1.3618992e-24,113.41789,-1.4423995e-10,1971.3716
France,202002,0.00056829007,3.1200178e-11,4.806399e-11,1.6096608e-11,86.42817,0.999988,313.28586,1.0030673e-09,3.4830473e-24,5.999698e-23,7.8702665e-24,36.174427,-1.4423995e-10,662.04553
Germany,202002,0.00060443074,1.0110288e-10,3.776616e-11,1.0999301e-11,111.479195,0.999988,349.2726,1.037916e-09,4.0382187e-25,7.3094514e-23,6.0886904e-24,542.60455,-1.4423995e-10,1319.2948
Greece,202002,0.0005548763,4.6418307e-11,5.9955124e-11,2.01222e-11,96.635735,0.999988,321.9615,8.1825297e-10,6.351116e-24,6.5934774e-23,8.460721e-24,85.406555,-1.4423995e-10,969.7544
Hungary,202002,0.0006329402,2.2458566e-10,4.061052e-11,1.2370353e-11,116.29459,0.999988,345.36746,6.3022154e-10,8.801509e-22,7.212106e-23,7.1366566e-24,331.4398,-1.4423995e-10,1182.9172
Latvia,202002,0.0006355969,1.1899484e-10,2.0006437e-11,5.316126e-12,101.54706,0.72889227,369.06564,5.758143e-10,5.2175202e-27,2.6098901e-23,1.7076364e-24,108.49864,2.6618738e-09,1818.2355
Lithuania,202002,0.0006333121,1.1824215e-10,2.3745327e-11,6.451093e-12,103.28179,0.999988,368.01917,5.2167376e-10,1.464594e-26,3.4994974e-23,2.4741112e-24,124.89293,-1.4423995e-10,1711.6516
Luxembourg,202002,0.0005925411,2.3514848e-10,4.1229343e-11,1.2538928e-11,113.28469,0.999988,339.58667,9.232407e-10,6.4963857e-23,6.2543556e-23,6.2163687e-24,841.84607,-1.4423995e-10,1109.6488
Malta,202002,0.0006185896,1.7662132e-11,7.131527e-11,2.7423553e-11,90.07351,0.0,309.84976,9.966201e-10,1.00854135e-29,5.5449866e-23,7.590239e-24,40.047554,0.0,486.1558
Netherlands,202002,0.0006391723,6.1666877e-10,3.9003845e-11,1.16505e-11,122.990036,0.999988,351.70602,1.3307925e-09,1.6659182e-25,6.424457e-23,5.831985e-24,1241.1011,-1.4423995e-10,1318.7195
Poland,202002,0.0006300066,1.8185582e-10,2.949136e-11,8.330496e-12,115.34892,0.999988,358.5367,7.3525613e-10,1.7997756e-25,5.0922852e-23,3.7006617e-24,375.0072,-1.4423995e-10,1488.2372
Portugal,202002,0.0005794586,4.7056838e-11,6.9525996e-11,2.9133602e-11,88.905174,0.999988,297.42282,6.8903255e-10,1.0184044e-22,8.4337416e-23,1.18197435e-23,85.70042,-1.4423995e-10,336.07867
Romania,202002,0.000588228,9.4864276e-11,3.805672e-11,1.108127e-11,108.95084,0.999988,349.14374,4.746014e-10,2.0430408e-20,6.621579e-23,5.9048523e-24,546.4014,-1.4423995e-10,1134.1576
Slovakia,202002,0.00060003897,3.9617986e-11,3.4496562e-11,1.00827445e-11,106.83383,0.999988,349.4082,6.169224e-10,8.700174e-25,5.472824e-23,4.8579518e-24,201.75333,-1.4423995e-10,1291.3329
Slovenia,202002,0.0005940628,1.6799974e-10,4.63799e-11,1.44483635e-11,115.08473,0.999988,331.35495,6.605999e-10,1.4753519e-27,9.5320285e-23,1.10333115e-23,298.40063,-1.4423995e-10,1154.7236
Spain,202002,0.0005575729,1.271309e-09,6.514852e-11,2.454756e-11,167.16133,0.999988,295.77658,6.246446e-10,1.6488492e-21,6.864519e-23,9.647551e-24,2911.1375,-1.4423995e-10,363.98505
Sweden,202002,0.0006389175,2.0598145e-11,1.7607442e-11,4.5816064e-12,103.056175,0.77350825,361.93463,6.952454e-10,2.9920058e-28,2.4727604e-23,1.2927686e-24,296.6274,2.4605722e-09,2266.7083
Ireland,202002,0.00061491854,1.8163188e-11,3.4889536e-11,1.0146908e-11,86.0009,0.999988,361.96317,9.788118e-10,1.7986866e-25,5.669649e-23,4.6928124e-24,31.040924,-1.4423995e-10,1618.3414
Italy,202002,0.0006170282,5.8769983e-10,6.956644e-11,2.469562e-11,129.06483,0.999988,317.13934,8.479077e-10,2.0089195e-23,1.0339711e-22,1.3647137e-23,900.4781,-1.4423995e-10,828.60376
