station_european_code	component_code	component_name	component_caption	measurement_unit	measurement_european_group_code	statistics_period	statistics_year	statistics_average_group	statistic_shortname	statistic_name	statistic_value	statistics_percentage_valid	statistics_number_valid	statistics_calculated
RO0127A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	dymax	P98	98 percentile	1.100	95.342	348	Y
RO0127A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	dymax	Max	maximum	1.791	95.342	348	Y
RO0127A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	hour	P50	50 percentile	0.070	94.247	8256	Y
RO0127A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	hour	Mean	annual mean	0.138	94.247	8256	Y
RO0127A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	hour	P95	95 percentile	0.440	94.247	8256	Y
RO0127A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	hour	P98	98 percentile	0.780	94.247	8256	Y
RO0127A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	hour	Max	maximum	3.960	94.247	8256	Y
RO0127A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2009	day	P50	50 percentile	0.030	87.945	321	Y
RO0127A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2009	day	Mean	annual mean	0.042	87.945	321	Y
RO0127A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2009	day	P95	95 percentile	0.130	87.945	321	Y
RO0127A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2009	day	P98	98 percentile	0.190	87.945	321	Y
RO0127A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2009	day	Max	maximum	0.340	87.945	321	Y
RO0127A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2010	day	P50	50 percentile	0.030	86.027	314	Y
RO0127A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2010	day	Mean	annual mean	0.042	86.027	314	Y
RO0127A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2010	day	P95	95 percentile	0.120	86.027	314	Y
RO0127A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2010	day	P98	98 percentile	0.150	86.027	314	Y
RO0127A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2010	day	Max	maximum	0.230	86.027	314	Y
RO0127A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2009	day	P50	50 percentile	0.950	86.027	314	Y
RO0127A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2009	day	Mean	annual mean	1.710	86.027	314	Y
RO0127A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2009	day	P95	95 percentile	5.760	86.027	314	Y
RO0127A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2009	day	P98	98 percentile	9.000	86.027	314	Y
RO0127A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2009	day	Max	maximum	17.080	86.027	314	Y
RO0127A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2010	day	P50	50 percentile	1.970	86.027	314	Y
RO0127A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2010	day	Mean	annual mean	3.446	86.027	314	Y
RO0127A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2010	day	P95	95 percentile	11.810	86.027	314	Y
RO0127A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2010	day	P98	98 percentile	13.660	86.027	314	Y
RO0127A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2010	day	Max	maximum	22.740	86.027	314	Y
RO0127A	15	Nickel (aerosol)	Ni	ng/m3	100	Calendar year	2010	day	P50	50 percentile	0.040	62.192	227	Y
RO0127A	15	Nickel (aerosol)	Ni	ng/m3	100	Calendar year	2010	day	Mean	annual mean	0.552	62.192	227	Y
RO0127A	15	Nickel (aerosol)	Ni	ng/m3	100	Calendar year	2010	day	P95	95 percentile	3.020	62.192	227	Y
RO0127A	15	Nickel (aerosol)	Ni	ng/m3	100	Calendar year	2010	day	P98	98 percentile	4.230	62.192	227	Y
RO0127A	15	Nickel (aerosol)	Ni	ng/m3	100	Calendar year	2010	day	Max	maximum	7.510	62.192	227	Y
RO0127A	18	Arsenic (aerosol)	As	ng/m3	100	Calendar year	2010	day	P50	50 percentile	0.310	62.192	227	Y
RO0127A	18	Arsenic (aerosol)	As	ng/m3	100	Calendar year	2010	day	Mean	annual mean	0.789	62.192	227	Y
RO0127A	18	Arsenic (aerosol)	As	ng/m3	100	Calendar year	2010	day	P95	95 percentile	2.920	62.192	227	Y
RO0127A	18	Arsenic (aerosol)	As	ng/m3	100	Calendar year	2010	day	P98	98 percentile	4.280	62.192	227	Y
RO0127A	18	Arsenic (aerosol)	As	ng/m3	100	Calendar year	2010	day	Max	maximum	16.970	62.192	227	Y
RO0128A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	day	P50	50 percentile	30.549	72.055	263	Y
RO0128A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	day	Mean	annual mean	30.973	72.055	263	Y
RO0128A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	day	P95	95 percentile	53.193	72.055	263	Y
RO0128A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	day	P98	98 percentile	60.477	72.055	263	Y
RO0128A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	day	Max	maximum	70.650	72.055	263	Y
RO0128A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	dymax	Mean	annual mean	44.760	71.781	262	Y
RO0128A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	dymax	P50	50 percentile	45.784	71.781	262	Y
RO0128A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	dymax	P95	95 percentile	71.536	71.781	262	Y
RO0128A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	dymax	P98	98 percentile	80.809	71.781	262	Y
RO0128A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	dymax	Max	maximum	92.441	71.781	262	Y
RO0128A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	dymax	Max26	26th highest value	68.277	71.781	262	Y
RO0128A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	dymax	Days(c > 120)	days with c > 120 ug/m3	0.000	71.781	262	Y
RO0128A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	dymax	SOMO35	SOMO35 (c > 70 ug/m3, year,corrected)	205.000	71.781	262	Y
RO0128A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	hour	P50	50 percentile	27.080	72.340	6337	Y
RO0128A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	hour	Mean	annual mean	30.892	72.340	6337	Y
RO0128A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	hour	P95	95 percentile	65.760	72.340	6337	Y
RO0128A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	hour	P98	98 percentile	73.010	72.340	6337	Y
RO0128A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	hour	Max	maximum	103.540	72.340	6337	Y
RO0128A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	hour	AOT40	AOT40 (c > 80 ug/m3,3 months,corrected)	393.000	91.033	1005	Y
RO0128A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	day	P50	50 percentile	9.091	83.288	304	Y
RO0128A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	day	Mean	annual mean	10.525	83.288	304	Y
RO0128A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	day	P95	95 percentile	23.608	83.288	304	Y
RO0128A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	day	P98	98 percentile	26.349	83.288	304	Y
RO0128A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	day	Max	maximum	40.153	83.288	304	Y
RO0128A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	hour	P50	50 percentile	8.470	79.258	6943	Y
RO0128A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	hour	Mean	annual mean	10.532	79.258	6943	Y
RO0128A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	hour	P95	95 percentile	25.900	79.258	6943	Y
RO0128A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	hour	P98	98 percentile	32.720	79.258	6943	Y
RO0128A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	hour	Max	maximum	86.170	79.258	6943	Y
RO0128A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	hour	Max19	19th highest value	54.580	79.258	6943	Y
RO0128A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	hour	Hours(c > 200)	hours with c > 200 ug/m3	0.000	79.258	6943	Y
RO0128A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	day	P50	50 percentile	11.088	69.863	255	Y
RO0128A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	day	Mean	annual mean	12.396	69.863	255	Y
RO0128A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	day	P95	95 percentile	23.547	69.863	255	Y
RO0128A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	day	P98	98 percentile	25.413	69.863	255	Y
RO0128A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	day	Max	maximum	42.574	69.863	255	Y
RO0128A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	hour	P50	50 percentile	10.110	67.055	5874	Y
RO0128A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	hour	Mean	annual mean	12.358	67.055	5874	Y
RO0128A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	hour	P95	95 percentile	29.450	67.055	5874	Y
RO0128A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	hour	P98	98 percentile	38.850	67.055	5874	Y
RO0128A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	hour	Max	maximum	82.240	67.055	5874	Y
RO0128A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	hour	Max19	19th highest value	52.240	67.055	5874	Y
RO0128A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	hour	Hours(c > 200)	hours with c > 200 ug/m3	0.000	67.055	5874	Y
RO0128A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2009	day	P50	50 percentile	12.753	83.288	304	Y
RO0128A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2009	day	Mean	annual mean	14.524	83.288	304	Y
RO0128A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2009	day	P95	95 percentile	29.708	83.288	304	Y
RO0128A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2009	day	P98	98 percentile	32.195	83.288	304	Y
RO0128A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2009	day	Max	maximum	54.683	83.288	304	Y
RO0128A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2009	hour	P50	50 percentile	11.800	79.258	6943	Y
RO0128A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2009	hour	Mean	annual mean	14.527	79.258	6943	Y
RO0128A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2009	hour	P95	95 percentile	33.580	79.258	6943	Y
RO0128A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2009	hour	P98	98 percentile	43.180	79.258	6943	Y
RO0128A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2009	hour	Max	maximum	132.000	79.258	6943	Y
RO0128A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2010	day	P50	50 percentile	14.576	69.863	255	Y
RO0128A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2010	day	Mean	annual mean	17.080	69.863	255	Y
RO0128A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2010	day	P95	95 percentile	31.120	69.863	255	Y
RO0128A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2010	day	P98	98 percentile	34.483	69.863	255	Y
RO0128A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2010	day	Max	maximum	52.572	69.863	255	Y
RO0128A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2010	hour	P50	50 percentile	14.040	67.055	5874	Y
RO0128A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2010	hour	Mean	annual mean	17.041	67.055	5874	Y
RO0128A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2010	hour	P95	95 percentile	37.730	67.055	5874	Y
RO0128A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2010	hour	P98	98 percentile	52.020	67.055	5874	Y
RO0128A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2010	hour	Max	maximum	126.180	67.055	5874	Y
RO0128A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2010	day	P50	50 percentile	0.070	62.466	228	Y
RO0128A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2010	day	Mean	annual mean	0.079	62.466	228	Y
RO0128A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2010	day	P95	95 percentile	0.200	62.466	228	Y
RO0128A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2010	day	P98	98 percentile	0.220	62.466	228	Y
RO0128A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2010	day	Max	maximum	0.330	62.466	228	Y
RO0128A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2009	day	P50	50 percentile	0.780	59.452	217	Y
RO0128A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2009	day	Mean	annual mean	1.633	59.452	217	Y
RO0128A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2009	day	P95	95 percentile	6.570	59.452	217	Y
RO0128A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2009	day	P98	98 percentile	10.120	59.452	217	Y
RO0128A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2009	day	Max	maximum	21.060	59.452	217	Y
RO0128A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2010	day	P50	50 percentile	2.470	62.466	228	Y
RO0128A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2010	day	Mean	annual mean	3.808	62.466	228	Y
RO0128A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2010	day	P95	95 percentile	13.390	62.466	228	Y
RO0128A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2010	day	P98	98 percentile	14.480	62.466	228	Y
RO0128A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2010	day	Max	maximum	17.450	62.466	228	Y
RO0128A	15	Nickel (aerosol)	Ni	ng/m3	100	Calendar year	2010	day	P50	50 percentile	0.000	41.918	153	Y
RO0128A	15	Nickel (aerosol)	Ni	ng/m3	100	Calendar year	2010	day	Mean	annual mean	1.033	41.918	153	Y
RO0128A	15	Nickel (aerosol)	Ni	ng/m3	100	Calendar year	2010	day	P95	95 percentile	3.230	41.918	153	Y
RO0128A	15	Nickel (aerosol)	Ni	ng/m3	100	Calendar year	2010	day	P98	98 percentile	3.810	41.918	153	Y
RO0128A	15	Nickel (aerosol)	Ni	ng/m3	100	Calendar year	2010	day	Max	maximum	78.500	41.918	153	Y
RO0128A	18	Arsenic (aerosol)	As	ng/m3	100	Calendar year	2010	day	P50	50 percentile	0.440	41.918	153	Y
RO0128A	18	Arsenic (aerosol)	As	ng/m3	100	Calendar year	2010	day	Mean	annual mean	0.692	41.918	153	Y
RO0128A	18	Arsenic (aerosol)	As	ng/m3	100	Calendar year	2010	day	P95	95 percentile	2.730	41.918	153	Y
RO0128A	18	Arsenic (aerosol)	As	ng/m3	100	Calendar year	2010	day	P98	98 percentile	3.760	41.918	153	Y
RO0128A	18	Arsenic (aerosol)	As	ng/m3	100	Calendar year	2010	day	Max	maximum	7.110	41.918	153	Y
RO0129A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	P50	50 percentile	9.100	76.164	278	Y
RO0129A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	Mean	annual mean	17.054	76.164	278	Y
RO0129A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	P95	95 percentile	54.776	76.164	278	Y
RO0129A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	P98	98 percentile	106.644	76.164	278	Y
RO0129A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	Max	maximum	196.781	76.164	278	Y
RO0129A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	Max4	4th highest value	117.651	76.164	278	Y
RO0129A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	Days(c > 125)	days with c > 125 ug/m3	2.000	76.164	278	Y
RO0129A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	P50	50 percentile	6.710	74.007	6483	Y
RO0129A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	Mean	annual mean	16.868	74.007	6483	Y
RO0129A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	P95	95 percentile	65.230	74.007	6483	Y
RO0129A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	P98	98 percentile	105.780	74.007	6483	Y
RO0129A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	P99_9	99.9 percentile	259.330	74.007	6483	Y
RO0129A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	Max	maximum	675.980	74.007	6483	Y
RO0129A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	Max25	25th highest value	209.830	74.007	6483	Y
RO0129A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	Hours(c > 350)	hours with c > 350 ug/m3	2.000	74.007	6483	Y
RO0129A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2010	day	P50	50 percentile	0.010	66.027	241	Y
RO0129A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2010	day	Mean	annual mean	0.015	66.027	241	Y
RO0129A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2010	day	P95	95 percentile	0.050	66.027	241	Y
RO0129A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2010	day	P98	98 percentile	0.060	66.027	241	Y
RO0129A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2010	day	Max	maximum	0.070	66.027	241	Y
RO0129A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2010	day	P50	50 percentile	0.530	66.027	241	Y
RO0129A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2010	day	Mean	annual mean	0.781	66.027	241	Y
RO0129A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2010	day	P95	95 percentile	1.970	66.027	241	Y
RO0129A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2010	day	P98	98 percentile	4.940	66.027	241	Y
RO0129A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2010	day	Max	maximum	5.700	66.027	241	Y
RO0129A	15	Nickel (aerosol)	Ni	ng/m3	100	Calendar year	2010	day	P50	50 percentile	0.100	48.493	177	Y
RO0129A	15	Nickel (aerosol)	Ni	ng/m3	100	Calendar year	2010	day	Mean	annual mean	0.775	48.493	177	Y
RO0129A	15	Nickel (aerosol)	Ni	ng/m3	100	Calendar year	2010	day	P95	95 percentile	3.080	48.493	177	Y
RO0129A	15	Nickel (aerosol)	Ni	ng/m3	100	Calendar year	2010	day	P98	98 percentile	4.380	48.493	177	Y
RO0129A	15	Nickel (aerosol)	Ni	ng/m3	100	Calendar year	2010	day	Max	maximum	5.350	48.493	177	Y
RO0129A	18	Arsenic (aerosol)	As	ng/m3	100	Calendar year	2010	day	P50	50 percentile	0.350	48.493	177	Y
RO0129A	18	Arsenic (aerosol)	As	ng/m3	100	Calendar year	2010	day	Mean	annual mean	1.301	48.493	177	Y
RO0129A	18	Arsenic (aerosol)	As	ng/m3	100	Calendar year	2010	day	P95	95 percentile	4.800	48.493	177	Y
RO0129A	18	Arsenic (aerosol)	As	ng/m3	100	Calendar year	2010	day	P98	98 percentile	6.060	48.493	177	Y
RO0129A	18	Arsenic (aerosol)	As	ng/m3	100	Calendar year	2010	day	Max	maximum	15.560	48.493	177	Y
RO0129A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	day	P50	50 percentile	2.331	66.849	244	Y
RO0129A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	day	Mean	annual mean	2.798	66.849	244	Y
RO0129A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	day	P95	95 percentile	6.151	66.849	244	Y
RO0129A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	day	P98	98 percentile	7.727	66.849	244	Y
RO0129A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	day	Max	maximum	10.110	66.849	244	Y
RO0129A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	hour	P50	50 percentile	2.110	66.107	5791	Y
RO0129A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	hour	Mean	annual mean	2.806	66.107	5791	Y
RO0129A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	hour	P95	95 percentile	7.180	66.107	5791	Y
RO0129A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	hour	P98	98 percentile	9.720	66.107	5791	Y
RO0129A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	hour	Max	maximum	23.940	66.107	5791	Y
RO0130A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	P50	50 percentile	6.603	82.192	300	Y
RO0130A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	Mean	annual mean	10.936	82.192	300	Y
RO0130A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	P95	95 percentile	32.528	82.192	300	Y
RO0130A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	P98	98 percentile	50.955	82.192	300	Y
RO0130A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	Max	maximum	68.970	82.192	300	Y
RO0130A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	Max4	4th highest value	61.179	82.192	300	Y
RO0130A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	Days(c > 125)	days with c > 125 ug/m3	0.000	82.192	300	Y
RO0130A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	P50	50 percentile	5.750	79.338	6950	Y
RO0130A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	Mean	annual mean	10.916	79.338	6950	Y
RO0130A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	P95	95 percentile	36.320	79.338	6950	Y
RO0130A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	P98	98 percentile	56.350	79.338	6950	Y
RO0130A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	P99_9	99.9 percentile	125.060	79.338	6950	Y
RO0130A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	Max	maximum	146.220	79.338	6950	Y
RO0130A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	Max25	25th highest value	108.070	79.338	6950	Y
RO0130A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	Hours(c > 350)	hours with c > 350 ug/m3	0.000	79.338	6950	Y
RO0130A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2010	day	P50	50 percentile	0.010	58.630	214	Y
RO0130A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2010	day	Mean	annual mean	0.013	58.630	214	Y
RO0130A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2010	day	P95	95 percentile	0.040	58.630	214	Y
RO0130A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2010	day	P98	98 percentile	0.050	58.630	214	Y
RO0130A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2010	day	Max	maximum	0.070	58.630	214	Y
RO0130A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2010	day	P50	50 percentile	0.250	58.630	214	Y
RO0130A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2010	day	Mean	annual mean	0.418	58.630	214	Y
RO0130A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2010	day	P95	95 percentile	1.520	58.630	214	Y
RO0130A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2010	day	P98	98 percentile	1.780	58.630	214	Y
RO0130A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2010	day	Max	maximum	3.040	58.630	214	Y
RO0130A	15	Nickel (aerosol)	Ni	ng/m3	100	Calendar year	2010	day	P50	50 percentile	0.000	40.822	149	Y
RO0130A	15	Nickel (aerosol)	Ni	ng/m3	100	Calendar year	2010	day	Mean	annual mean	0.468	40.822	149	Y
RO0130A	15	Nickel (aerosol)	Ni	ng/m3	100	Calendar year	2010	day	P95	95 percentile	2.410	40.822	149	Y
RO0130A	15	Nickel (aerosol)	Ni	ng/m3	100	Calendar year	2010	day	P98	98 percentile	3.710	40.822	149	Y
RO0130A	15	Nickel (aerosol)	Ni	ng/m3	100	Calendar year	2010	day	Max	maximum	4.330	40.822	149	Y
RO0130A	18	Arsenic (aerosol)	As	ng/m3	100	Calendar year	2010	day	P50	50 percentile	0.220	39.726	145	Y
RO0130A	18	Arsenic (aerosol)	As	ng/m3	100	Calendar year	2010	day	Mean	annual mean	0.487	39.726	145	Y
RO0130A	18	Arsenic (aerosol)	As	ng/m3	100	Calendar year	2010	day	P95	95 percentile	2.280	39.726	145	Y
RO0130A	18	Arsenic (aerosol)	As	ng/m3	100	Calendar year	2010	day	P98	98 percentile	3.080	39.726	145	Y
RO0130A	18	Arsenic (aerosol)	As	ng/m3	100	Calendar year	2010	day	Max	maximum	4.940	39.726	145	Y
RO0130A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	day	P50	50 percentile	2.305	76.164	278	Y
RO0130A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	day	Mean	annual mean	3.031	76.164	278	Y
RO0130A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	day	P95	95 percentile	6.868	76.164	278	Y
RO0130A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	day	P98	98 percentile	8.736	76.164	278	Y
RO0130A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	day	Max	maximum	14.604	76.164	278	Y
RO0130A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	hour	P50	50 percentile	2.030	75.559	6619	Y
RO0130A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	hour	Mean	annual mean	3.042	75.559	6619	Y
