station_european_code	component_code	component_caption	component_name	component_FWD	measurement_european_group_code	measurement_unit	measurement_group_start_date	measurement_group_end_date	measurement_latest_AIRBASE	measurement_european_code	measurement_start_date	measurement_end_date	measurement_automatic	measurement_technique_principle	measurement_equipment	integration_time_frequency	calibration_unit	height_sampling_point	length_sampling_line	location_sampling_point	sampling_time	sampling_time_unit	calibration_frequency	integration_time_unit	calibration_method	calibration_description
RO0150A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2009-01-01		2009-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0150A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01		2009-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0150A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0150A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0150A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2008-01-01		2010-12-31	100	2008-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0150A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2008-01-01		2010-12-31	100	2008-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0150A	18	As	Arsenic (aerosol)	yes	100	ng/m3	2008-01-01		2010-12-31	100	2008-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0151A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0151A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0151A	7	O3	Ozone (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0151A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0151A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0151A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0151A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0151A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2008-01-01		2010-12-31	100	2008-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0151A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2008-01-01		2010-12-31	100	2008-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0151A	18	As	Arsenic (aerosol)	yes	100	ng/m3	2008-01-01		2010-12-31	100	2008-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0152A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	UV fluorescence	UNDEFINED	1	month	4	2	roof	1	minute	1	hour	compressed gases	
RO0152A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2010-01-01			100	2010-01-01		yes	nephelometry	UNITEC LSPM10	1	month	4	2	roof	1	minute	3	hour	flow rate check	
RO0152A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	101	µg/m3	2010-01-01			101	2010-01-01		no	gravimetry	Tecora	1	month	4	2	roof	1	natural day	3	day	flow rate check	
RO0152A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	chemiluminescence	ML 9841	1	month	4	2	roof	1	minute	1	hour	compressed gases	
RO0152A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	chemiluminescence	ML 9841	1	month	4	2	roof	1	minute	1	hour	compressed gases	
RO0152A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2010-01-01			100	2010-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	Unknown	1	month	4	2	roof	1	minute	1	hour	compressed gases	
RO0152A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	1	natural day	3	day	flow rate check	
RO0152A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2010-01-01		2010-12-31	100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	1	natural day	3	day	flow rate check	
RO0152A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2010-01-01		2010-12-31	100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	1	natural day	3	day	flow rate check	
RO0152A	18	As	Arsenic (aerosol)	yes	100	ng/m3	2010-01-01		2010-12-31	100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	1	natural day	3	day	flow rate check	
RO0152A	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		yes	chemiluminescence	ML 9841	1	month	4	2	roof	1	minute	3	hour	compressed gases	
RO0152A	6001	PM2.5	Particulate matter < 2.5 µm (aerosol)	yes	100	µg/m3	2010-01-01			100	2010-01-01		no	gravimetry	Tecora	1	month	4	2	roof	1	natural day	3	day	flow rate check	
RO0141A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0141A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	nephelometry	unitec	1	month	4	2	roof	0		6	hour	reference measurement meth.	
RO0141A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0141A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0141A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0141A	20	C6H6	Benzene (air)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0142A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0142A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2008-01-01		2008-12-31	100	2008-01-01		yes	nephelometry	unitec	1	month	4	2	roof	0		6	hour	reference measurement meth.	
RO0142A	7	O3	Ozone (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0142A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0142A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01			100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0142A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2008-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0142A	20	C6H6	Benzene (air)	yes	100	µg/m3	2008-01-01		2008-12-31	100	2008-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0142A	6001	PM2.5	Particulate matter < 2.5 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0143A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2009-01-01		2009-12-31	100	2009-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0143A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2008-01-01		2008-12-31	100	2008-01-01		yes	nephelometry	unitec	1	month	4	2	roof	0		6	hour	reference measurement meth.	
RO0143A	7	O3	Ozone (air)	yes	100	µg/m3	2009-01-01		2009-12-31	100	2009-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0143A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0143A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0143A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0143A	20	C6H6	Benzene (air)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0144A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0144A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2008-01-01		2008-12-31	100	2008-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0144A	7	O3	Ozone (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0144A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2008-01-01		2008-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0144A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01		2008-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0144A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0144A	35	NH3	Ammonia (air)	no	100	µg/m3	2009-01-01			100	2009-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0145A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0145A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	nephelometry	unitec	1	month	4	2	roof	0		6	hour	reference measurement meth.	
RO0145A	7	O3	Ozone (air)	yes	100	µg/m3	2009-01-01		2009-12-31	100	2009-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0145A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2008-01-01		2009-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0145A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01		2009-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0145A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2008-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0145A	20	C6H6	Benzene (air)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0207A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2010-01-01			100	2010-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		3	hour		
RO0207A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2010-01-01			100	2010-01-01		yes	nephelometry	orion	1	month	4	2	roof	0		3	hour		
RO0207A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	101	µg/m3	2010-01-01			101	2010-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day		
RO0207A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		3	hour		
RO0207A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		3	hour		
RO0207A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		3	hour		
RO0207A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2010-01-01			100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		6	day		
RO0207A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2010-01-01			100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		6	day		
RO0207A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2010-01-01			100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		6	day		
RO0207A	18	As	Arsenic (aerosol)	yes	100	ng/m3	2010-01-01			100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		6	day		
RO0207A	20	C6H6	Benzene (air)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour		
RO0207A	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		3	hour		
RO0207A	6001	PM2.5	Particulate matter < 2.5 µm (aerosol)	yes	100	µg/m3	2010-01-01			100	2010-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day		
RO0209A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		3	hour		
RO0209A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2010-01-01			100	2010-01-01		yes	nephelometry	orion	1	month	4	2	roof	0		3	hour		
RO0209A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	101	µg/m3	2010-01-01			101	2010-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day		
RO0209A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		3	hour		
RO0209A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		3	hour		
RO0209A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		3	hour		
RO0209A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2010-01-01			100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		6	day		
RO0209A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2010-01-01			100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		6	day		
RO0209A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2010-01-01			100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		6	day		
RO0209A	18	As	Arsenic (aerosol)	yes	100	ng/m3	2010-01-01			100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		6	day		
RO0209A	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		3	hour		
RO0209A	6001	PM2.5	Particulate matter < 2.5 µm (aerosol)	yes	100	µg/m3	2010-01-01			100	2010-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day		
RO0210A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2010-01-01			100	2010-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		3	hour		
RO0210A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2010-01-01			100	2010-01-01		yes	nephelometry	orion	1	month	4	2	roof	0		3	hour		
RO0210A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	101	µg/m3	2010-01-01			101	2010-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day		
RO0210A	7	O3	Ozone (air)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour		
RO0210A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		3	hour		
RO0210A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		3	hour		
RO0210A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2010-01-01			100	2010-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		6	hour		
RO0210A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2010-01-01			100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		6	day		
RO0210A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2010-01-01			100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		6	day		
RO0210A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2010-01-01			100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		6	day		
RO0210A	18	As	Arsenic (aerosol)	yes	100	ng/m3	2010-01-01			100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		6	day		
RO0210A	20	C6H6	Benzene (air)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		no	UNKNOWN	UNDEFINED	1	month	4	2	roof	0		3	hour		
RO0210A	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		3	hour		
RO0210A	6001	PM2.5	Particulate matter < 2.5 µm (aerosol)	yes	100	µg/m3	2010-01-01			100	2010-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day		
RO0154A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0154A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01		2009-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	unknown	
RO0154A	7	O3	Ozone (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0154A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0154A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01			100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0154A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0154A	20	C6H6	Benzene (air)	yes	100	µg/m3	2009-01-01		2009-12-31	100	2009-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0155A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0155A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01		2009-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	unknown	
RO0155A	7	O3	Ozone (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0155A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0155A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0155A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0156A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2009-01-01		2009-12-31	100	2009-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0156A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01		2009-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0156A	7	O3	Ozone (air)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0156A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0156A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01			100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0156A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2009-01-01		2009-12-31	100	2009-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0156A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2009-01-01		2009-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0156A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2009-01-01		2009-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0157A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2008-01-01		2008-12-31	100	2008-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0157A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	nephelometry	unitec	1	month	4	2	roof	0		6	hour	reference measurement meth.	
RO0157A	7	O3	Ozone (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0157A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2008-01-01		2008-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0157A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2008-01-01		2008-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0157A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0157A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0157A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2008-01-01		2010-12-31	100	2008-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0157A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2008-01-01		2010-12-31	100	2008-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0153A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0153A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0153A	7	O3	Ozone (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0153A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0153A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
