indic_is,unit,hhtyp,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 
H_BBFIX,PC_HH,ALL_DCH,DE	96 	95 	97 	96 	95 	95 	94 	94 	91 	88 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,DK	90 	89 	91 	89 	85 	85 	89 	88 	88 	86 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,EA	85 	86 	85 	84 	83 	82 	81 	80 	76 	73 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,EE	93 	91 	90 	92 	90 	85 b	89 	87 	83 	84 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,EL	91 	91 	88 	86 	85 	82 	78 	74 	65 	58 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,ES	88 	89 	86 	85 	82 	79 	76 	75 	73 	69 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,EU15	: 	88 	86 	85 	84 	83 	82 	81 	78 	73 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	72 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,EU27_2007	: 	86 	85 	84 	83 	82 	81 	80 	75 	70 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,EU27_2020	84 	84 	84 	83 	82 	81 	80 	79 	74 	70 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,EU28	86 	86 	85 	84 	83 	82 	81 	80 	75 	70 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,FI	63 	62 	62 	68 	67 	76 	73 	76 	74 	80 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,FR	80 	84 	82 	84 	84 	87 	91 	90 	85 	82 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,HR	90 	88 	88 	89 	84 	79 	88 	80 	78 	67 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,HU	93 	87 	88 	85 	83 	83 	82 	79 	69 	65 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,IE	85 	86 	86 	78 	74 	70 	67 	65 	60 	54 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,IS	95 	95 	97 	: 	: 	96 	95 	95 	96 	93 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,IT	72 	71 	67 	66 	63 	61 	62 	53 	52 	52 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,LT	85 	81 	84 	86 	84 	84 	82 	79 	78 	75 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,LU	95 	90 b	97 	98 	99 	94 	73 	75 	73 	77 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,LV	74 	74 	79 	76 b	79 	80 	79 	81 	73 	70 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,ME	79 	71 	63 	: 	: 	: 	: 	56 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,MK	87 	85 	73 	81 	83 	83 	79 	69 	: 	44 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,MT	96 	99 	97 	96 	93 	98 	94 	94 	90 	93 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,NL	99 	99 	100 	98 	97 	: u	: u	91 	83 	88 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,NO	98 	96 	96 	97 	92 	89 	88 	88 	87 	85 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,PL	74 	71 	74 	72 	71 	75 	79 	79 	74 	68 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,PT	91 	90 	92 	90 	82 	72 	72 	70 	67 	60 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,RO	77 	78 	80 	75 	71 	67 b	65 	57 	37 	27 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,RS	89 	82 	86 	: 	78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,SE	94 b	87 	88 	76 b	77 	76 	80 	73 	84 	81 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,SI	93 	98 	95 	95 	95 	91 	91 	89 	83 	78 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,SK	84 	84 	85 	86 	87 	87 	76 	80 	60 	52 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,TR	: 	: 	: 	: 	: 	: 	36 	35 	: 	31 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,UK	99 	98 	94 	92 	93 	88 	85 	88 	87 	: u	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_DCH,XK	92 	91 	85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,AL	: 	40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,AT	68 	65 	67 	64 	60 	58 	53 	55 	53 	43 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,BA	63 	55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,BE	77 	72 u	77 	76 	73 	76 	73 	67 	67 	62 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,BG	53 	53 	53 	51 	48 	47 	46 	43 	35 	22 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,CH	83 	: 	75 b	: 	: 	79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,CY	83 	79 	71 	64 	62 	58 	54 	51 	45 	38 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,CZ	71 	69 	69 	65 	70 	70 	58 	60 	54 	45 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,DE	86 	85 	86 	83 	81 	80 	78 	74 	70 	68 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,DK	83 	80 	84 	82 	74 	77 	78 	76 	75 	72 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,EA	74 	73 	72 	70 	68 	65 	64 	61 	57 	55 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,EE	79 	77 	73 	72 	72 	63 b	61 	58 	55 	52 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,EL	71 	69 	63 	61 	60 	57 	47 	42 	37 	35 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,ES	74 	73 	68 	65 	63 	60 	57 	55 	51 	48 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,EU15	: 	76 	74 	73 	70 	68 	67 	64 	60 	56 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	54 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,EU27_2007	: 	73 	72 	70 	68 	66 	64 	62 	57 	52 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,EU27_2020	72 	71 	70 	68 	66 	63 	62 	59 	55 	52 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,EU28	75 	73 	72 	70 	68 	65 	64 	62 	57 	52 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,FI	55 	57 	55 	59 	57 	58 	55 	54 	55 	55 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,FR	67 	68 	67 	68 	65 	68 	69 	68 	61 	57 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,HR	64 	66 	62 	60 	63 	53 	53 	49 	45 	38 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,HU	78 	73 	74 	68 	64 	61 	57 	56 	49 	43 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,IE	72 	66 	66 	63 	60 	57 	54 	51 	45 	39 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,IS	88 	93 	93 	: 	: 	87 	87 	83 	83 	78 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,IT	57 	57 	53 	52 	49 	47 	46 	38 	35 	36 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,LT	62 	58 	58 	55 	53 	50 	49 	44 	45 	44 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,LU	89 	86 b	93 	95 	93 	90 	68 	65 	65 	66 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,LV	60 	56 	58 	56 b	59 	57 	56 	55 	47 	44 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,ME	52 	49 	46 	: 	: 	: 	: 	42 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,MK	62 	63 	56 	66 	58 	59 	56 	52 	: 	33 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,MT	81 	79 	79 	75 	76 	72 	73 	70 	68 	60 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,NL	98 	97 	97 	95 	93 	: u	: u	81 	75 	76 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,NO	91 	87 	88 	93 	80 	76 	78 	74 	68 	73 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,PL	57 	54 	55 	52 	51 	52 	51 	50 	46 	43 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,PT	70 	69 	65 	60 	53 	46 	45 	44 	41 	35 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,RO	61 	61 	61 	57 	56 	48 b	51 	46 	26 	20 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,RS	66 	62 	54 	: 	46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,SE	83 b	74 	74 	70 b	65 	64 	63 	65 	68 	67 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,SI	80 	79 	70 	70 	67 	65 	65 	64 	56 	50 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,SK	67 	65 	64 	67 	66 	63 	58 	59 	41 	38 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,TR	: 	: 	: 	: 	: 	: 	34 	36 	: 	34 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,UK	92 	90 	86 	85 	83 	80 	83 	78 	73 	: u	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,ALL_NDCH,XK	90 	89 	82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,AL	: 	46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,AT	81 	83 	83 	82 	81 	77 	76 	77 	75 	62 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,BA	73 	73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,BE	89 	86 u	92 	91 	91 	93 	93 	88 	89 	88 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,BG	73 	76 	77 	77 	75 	78 	75 	69 	60 	44 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,CH	91 	: 	80 b	: 	: 	91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,CY	96 	96 	91 	87 	85 	86 	80 	76 	75 	64 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,CZ	86 	85 	88 	87 	88 	88 	79 	81 	78 	70 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,DE	96 	95 	97 	95 	96 	97 	95 	93 	90 	91 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,DK	89 	86 	85 	89 	78 	83 	86 	82 	85 	88 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,EA	84 	84 	84 	82 	82 	79 	78 	75 	70 	69 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,EE	93 	89 	89 	89 	89 	82 b	85 	85 	84 	80 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,EL	88 	87 	82 	81 	80 	73 	70 	66 	56 	52 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,ES	87 	86 	83 	81 	79 	76 	75 	74 	71 	67 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,EU15	: 	86 	86 	84 	83 	81 	79 	78 	74 	70 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	69 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,EU27_2007	: 	84 	84 	82 	82 	80 	78 	77 	72 	67 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,EU27_2020	83 	82 	82 	81 	80 	79 	77 	75 	70 	67 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,EU28	84 	84 	84 	82 	82 	80 	78 	77 	72 	67 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,FI	60 	68 	68 	75 	77 	75 	74 	75 	76 	77 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,FR	78 	81 	82 	80 	84 	84 	84 	85 	80 	77 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,HR	84 	84 	84 	81 	82 	78 	83 	74 	69 	61 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,HU	92 	90 	92 	87 	86 	84 	81 	83 	75 	68 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,IE	86 	82 	84 	79 	78 	72 	68 	66 	59 	55 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,IS	94 	95 	98 	: 	: 	96 	92 	94 	98 	89 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,IT	76 	75 	73 	73 	71 	69 	68 	58 	52 	55 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,LT	82 	76 	77 	82 	78 	78 	85 	82 	81 	79 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,LU	93 	93 b	98 	98 	99 	93 	75 	71 	75 	74 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,LV	73 	68 	75 	72 b	76 	79 	76 	81 	74 	71 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,ME	76 	76 	64 	: 	: 	: 	: 	61 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,MK	81 	83 	78 	82 	80 	84 	76 	71 	: 	47 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,MT	93 	95 	93 	91 	92 	89 	90 	90 	88 	81 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,NL	99 	99 	100 	97 	96 	: u	: u	90 	82 	89 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,NO	95 	97 	92 	95 	84 	83 	89 	87 	71 	94 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,PL	70 	67 	71 	69 	71 	75 	75 	74 	71 	67 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,PT	84 	84 	85 	80 	74 	68 	66 	66 	62 	53 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,RO	79 	80 	79 	78 	77 	70 b	70 	64 	41 	33 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,RS	80 	77 	74 	: 	72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,SE	93 b	86 	86 	75 b	72 	81 	76 	77 	82 	80 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,SI	94 	96 	92 	93 	91 	88 	87 	87 	77 	74 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,SK	83 	83 	82 	86 	87 	86 	79 	82 	59 	57 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,TR	: 	: 	: 	: 	: 	: 	47 	51 	: 	47 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,UK	98 	97 	97 	94 	93 	93 	82 	94 	90 	: u	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3,XK	94 	94 	85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,AL	: 	39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,AT	83 	83 	88 	85 	87 	85 	85 	81 	76 	66 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,BA	81 	79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,BE	87 	86 u	90 	94 	93 	94 	93 	90 	92 	91 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,BG	66 	70 	74 	76 	79 	77 	69 	73 	56 	49 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,CH	85 	: 	76 b	: 	: 	92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,CY	99 	99 	96 	95 	88 	92 	87 	85 	85 	84 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,CZ	82 	86 	87 	88 	92 	92 	86 	82 	80 	72 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,DE	97 	95 	98 	95 	96 	98 	97 	97 	93 	92 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,DK	85 	86 	92 	84 	79 	79 	88 	87 	86 	86 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,EA	86 	86 	85 	84 	83 	82 	81 	80 	76 	75 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,EE	95 	90 	94 	93 	92 	86 b	89 	89 	88 	84 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,EL	93 	91 	87 	85 	80 	79 	77 	72 	65 	60 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,ES	90 	87 	84 	86 	84 	80 	76 	77 	74 	72 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,EU15	: 	87 	87 	85 	85 	82 	82 	82 	79 	76 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	74 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,EU27_2007	: 	84 	85 	82 	81 	80 	80 	79 	73 	68 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,EU27_2020	83 	83 	84 	81 	80 	79 	79 	78 	72 	68 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,EU28	85 	84 	85 	82 	81 	80 	80 	79 	73 	68 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,FI	73 	76 	64 	77 	65 	84 	77 	78 	78 	87 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,FR	81 	84 	84 	84 	83 	85 	91 	91 	88 	86 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,HR	93 	87 	88 	88 	83 	80 	87 	77 	74 	64 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,HU	93 	88 	88 	86 	84 	87 	84 	83 	69 	65 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,IE	86 	87 	89 	84 	78 	73 	72 	71 	65 	60 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,IS	93 	93 	98 	: 	: 	98 	95 	97 	97 	95 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,IT	74 	76 	72 	68 	70 	65 	67 	60 	58 	57 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,LT	84 	81 	83 	87 	82 	83 	87 	85 	80 	76 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,LU	91 	93 b	96 	98 	98 	93 	70 	72 	66 	76 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,LV	70 	67 	73 	73 b	75 	77 	73 	77 	74 	68 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,ME	77 	77 	63 	: 	: 	: 	: 	59 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,MK	88 	86 	74 	82 	83 	85 	79 	69 	: 	43 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,MT	95 	96 	96 	93 	92 	99 	93 	98 	96 	93 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,NL	99 	98 	99 	97 	97 	: u	: u	90 	79 	89 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,NO	94 	95 	92 	97 	84 	81 	84 	92 	90 	89 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,PL	75 	73 	78 	71 	67 	76 	79 	79 	74 	68 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,PT	91 	90 	91 	88 	82 	70 	69 	72 	68 	64 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,RO	75 	79 	76 	70 	68 	63 b	63 	54 	35 	25 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,RS	86 	77 	84 	: 	75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,SE	95 b	83 	91 	72 b	78 	79 	79 	72 	89 	84 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,SI	94 	98 	94 	96 	94 	93 	92 	91 	82 	78 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,SK	81 	83 	86 	87 	87 	88 	76 	81 	59 	55 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,TR	: 	: 	: 	: 	: 	: 	33 	32 	: 	30 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,UK	100 	95 	96 	93 	98 	88 	88 	95 	92 	: u	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,A_GE3_DCH,XK	94 	92 	87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,HHI_Q1,AT	64 	59 	62 	57 	58 	43 	40 	41 	37 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,HHI_Q1,BE	58 	56 u	61 	55 	55 	56 	53 	45 	47 	42 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,HHI_Q1,BG	19 	19 	21 	23 	15 	13 	13 	15 	11 	6 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,HHI_Q1,CY	66 	60 	53 	49 	48 	44 	38 	34 	24 	19 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,HHI_Q1,CZ	52 	48 	46 b	41 	44 	41 	35 	30 	28 	22 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,HHI_Q1,DE	74 	75 	73 	68 	66 	66 	64 	58 	56 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,HHI_Q1,DK	74 	70 	75 	73 	: u	71 	62 	83 	73 	78 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,HHI_Q1,EA	65 	65 	62 	59 	56 	53 	48 	45 	41 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,HHI_Q1,EE	63 	65 	58 	55 	57 	47 b	41 	36 	38 	35 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,HHI_Q1,EL	54 	52 	50 	48 	48 	43 	35 	25 	22 	17 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,HHI_Q1,ES	54 	53 	47 	39 	39 	36 	34 	34 	29 	26 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,HHI_Q1,EU15	: 	66 	63 	60 	57 	54 	48 	46 	42 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBFIX,PC_HH,HHI_Q1,EU27_2007	: 	60 	57 	54 	51 	49 	44 	41 	37 	: 	: 	: 	: 	: 	: 	: 	: 
